6,4,2,1
6,5,2,1
6,4,2,1
6,7,6,2
6,4,0,1
6,4,2,1
6,4,0,1
6,6,0,2
6,5,2,1
6,8,2,2
6,4,0,1
6,5,6,1
6,4,0,1
6,4,2,2
6,4,0,1
6,3,0,1
6,4,2,1
6,4,0,1
6,4,0,1
6,4,2,1
6,5,2,2
6,9,0,4
6,4,0,2
6,5,2,1
6,5,2,1
6,5,2,1
6,6,2,2
6,9,4,3
6,5,0,2
6,4,0,1
6,4,0,1
6,4,0,1
6,6,0,2
6,5,4,1
6,5,2,1
6,4,2,1
6,5,0,1
6,4,0,1
6,4,0,1
6,4,2,1
6,4,0,1
6,5,0,1
6,7,0,2
6,4,2,1
6,5,2,2
6,3,2,1
6,5,4,1
6,6,4,1
6,5,2,1
6,3,4,1
6,5,2,1
6,3,2,2
6,4,2,2
6,7,2,2
6,4,2,2
6,6,2,2
6,5,0,2
6,5,2,2
6,4,2,1
6,5,0,2
7,8,6,4
7,7,4,2
7,6,2,2
7,6,4,2
7,6,2,2
7,7,2,2
7,7,4,3
7,6,2,1
7,7,4,1
7,5,2,1
7,8,4,2
7,8,4,3
7,6,6,1
7,6,4,2
7,7,4,3
7,7,4,2
7,6,4,2
7,8,4,2
7,8,4,3
7,8,4,3
7,6,4,2
7,8,4,2
7,9,2,3
7,9,4,3
7,9,4,3
7,5,2,2
7,5,4,1
7,5,4,1
7,6,4,2
7,8,8,3
7,10,6,4
7,10,2,4
7,7,2,2
7,6,2,2
7,9,4,3
7,8,6,4
7,5,2,1
7,7,2,2
7,5,2,1
7,5,2,1
7,5,2,1
7,5,2,1
7,5,2,1
7,6,4,1
7,7,2,3
7,7,2,3
7,8,4,2
7,9,0,3
7,8,2,3
7,6,2,2
7,9,6,2
7,5,2,1
7,6,2,1
7,7,2,3
7,8,2,4
7,8,4,3
7,7,2,2
7,6,4,2
7,7,2,3
7,7,6,2
7,6,2,2
7,8,6,3
7,5,2,2
7,8,2,3
7,8,2,4
7,10,2,4
7,8,4,4
7,7,2,2
7,7,0,3
7,8,2,3
7,10,8,3
7,8,4,3
7,8,2,3
7,8,2,2
7,8,2,3
7,7,2,2
7,7,2,2
7,7,2,2
7,8,4,2
7,6,4,2
7,7,2,3
7,5,4,1
7,8,2,3
7,8,2,2
7,8,4,3
7,7,4,2
7,8,4,1
7,7,2,1
7,8,2,1
7,7,6,2
7,8,2,2
7,9,4,2
7,6,6,1
7,7,6,1
7,7,6,1
7,7,4,3
7,6,4,1
7,5,2,2
8,11,4,4
8,9,6,4
8,9,4,3
8,7,6,2
8,10,6,3
8,7,4,3
8,7,2,2
8,8,2,3
8,10,6,4
8,8,4,2
8,9,4,4
8,7,2,3
8,7,2,2
8,7,2,2
8,6,2,1
8,8,4,4
8,8,4,4
8,9,8,3
8,11,4,4
8,9,4,4
8,11,4,4
8,10,8,2
8,9,8,2
8,11,2,4
8,11,8,3
8,10,2,3
8,9,4,3
8,9,4,5
8,8,2,3
8,9,2,3
8,10,2,3
8,7,0,3
8,10,4,4
8,10,2,3
8,9,4,3
8,11,2,4
8,10,4,4
8,10,2,4
8,9,2,3
8,9,2,3
8,11,2,4
8,8,2,3
8,7,4,2
8,5,2,2
8,10,2,3
8,10,2,3
8,9,6,3
8,6,2,2
8,9,2,2
8,8,0,4
8,9,6,4
8,10,4,5
8,9,4,3
8,9,2,3
8,8,6,2
8,7,6,2
8,9,2,2
8,10,4,3
8,11,6,3
8,6,4,2
8,9,6,4
8,9,6,2
8,8,8,2
8,6,2,3
8,5,2,2
8,11,4,5
8,10,2,3
8,8,4,2
8,8,6,3
8,9,4,3
8,9,4,3
8,10,4,3
8,9,4,2
8,13,8,5
8,5,4,1
8,9,2,3
8,9,4,3
8,8,2,3
8,10,4,3
8,5,6,1
8,6,8,2
8,9,6,3
8,9,4,4
8,8,6,2
8,9,4,3
8,7,6,2
8,7,2,2
8,7,2,2
8,10,6,3
8,7,2,2
8,6,2,2
8,6,2,2
8,11,2,4
8,8,6,2
8,7,2,1
8,7,2,4
8,9,4,4
8,7,4,3
8,5,4,1
5,3,0,1
5,1,0,1
5,2,0,1
5,2,0,1
5,5,0,2
5,2,0,1
5,4,2,1
5,4,0,1
5,3,2,1
5,4,2,1
5,3,0,1
5,2,0,1
5,3,0,1
5,3,0,1
5,1,0,1
5,3,2,1
5,4,2,1
5,4,4,1
5,2,0,1
5,2,0,1
5,2,0,1
5,3,2,1
5,2,0,1
5,2,0,1
5,2,0,1
5,2,0,1
5,2,2,1
5,2,2,1
5,4,2,1
5,5,4,1
5,5,4,1
5,4,0,1
5,4,2,1
5,4,2,1
5,3,4,1
5,4,4,1
5,3,2,1
5,6,2,1
5,6,4,1
5,3,0,1
5,4,2,1
5,4,2,1
12,7,8,2
12,9,4,3
12,6,4,2
12,13,4,4
12,6,2,2
12,7,2,3
12,9,6,3
12,7,0,2
12,10,6,4
12,7,4,3
12,7,6,2
12,8,4,4
12,11,2,4
12,8,0,3
12,12,0,5
12,5,4,2
12,5,4,2
12,6,4,2
12,11,2,4
12,8,4,4
12,6,6,2
12,6,0,2
12,7,4,2
12,8,8,2
12,7,4,2
12,10,6,4
12,9,4,4
12,9,2,4
12,8,4,2
12,8,4,2
12,9,2,2
12,9,6,2
12,6,0,2
12,7,6,2
12,10,4,4
12,8,4,2
12,12,6,4
12,7,0,3
12,10,2,4
12,7,6,1
12,7,2,2
12,9,4,4
12,9,6,3
12,4,2,1
12,7,4,3
12,4,2,1
12,4,2,1
12,6,2,2
12,6,4,3
12,5,4,1
